machine_id,line_id,factory_id,machine_type,brand,model,installation_date,machine_age_years,criticality,rated_capacity_units_per_hour,normal_temperature_c,warning_temperature_c,normal_rpm_min,normal_rpm_max,baseline_vibration_mm_s,base_failure_probability,machine_status
MCH0562,LIN011,FAC004,Packaging Line,Krones,KRO-784,2016-05-06,10.1,Medium,351,40,65,700,1300,2.0,0.0428,Under Maintenance
MCH0563,LIN001,FAC001,Packaging Line,Krones,KRO-495,2011-10-10,14.7,Critical,218,40,65,700,1300,2.0,0.0804,Under Maintenance
MCH0564,LIN015,FAC005,Injection Molding,Husky,HUS-383,2012-06-05,14.1,High,264,55,75,1200,1900,3.0,0.0788,Active
MCH0565,LIN024,FAC008,CNC Lathe,DMG Mori,DMG-107,2016-01-31,10.4,Medium,158,68,80,1600,2200,2.7,0.0436,Active
MCH0566,LIN010,FAC004,Assembly Robot,ABB,ABB-186,2011-10-28,14.7,High,486,45,70,1400,2100,2.2,0.0804,Active
MCH0567,LIN016,FAC006,Assembly Robot,ABB,ABB-380,2010-04-09,16.2,Medium,251,45,70,1400,2100,2.2,0.0595,Standby
MCH0568,LIN019,FAC007,Hydraulic Press,Schuler,SCH-798,2010-03-10,16.3,Medium,100,60,78,800,1400,3.2,0.0598,Active
MCH0569,LIN014,FAC005,Packaging Line,Krones,KRO-177,2023-05-07,3.1,High,462,40,65,700,1300,2.0,0.0485,Active
MCH0570,LIN005,FAC002,Industrial Furnace,Thermax,THE-447,2012-06-03,14.1,High,324,350,520,0,0,1.5,0.0788,Standby
MCH0571,LIN020,FAC007,Packaging Line,Krones,KRO-689,2024-05-12,2.1,High,426,40,65,700,1300,2.0,0.0458,Active
MCH0572,LIN017,FAC006,Grinding Machine,Bosch Rexroth,BOS-924,2015-10-29,10.7,Low,284,65,82,1500,2300,3.4,0.0444,Under Maintenance
MCH0573,LIN004,FAC002,Grinding Machine,Bosch Rexroth,BOS-190,2022-06-07,4.1,Medium,407,65,82,1500,2300,3.4,0.0263,Under Maintenance
MCH0574,LIN029,FAC010,Industrial Furnace,Thermax,THE-858,2023-08-06,2.9,Medium,443,350,520,0,0,1.5,0.023,Active
MCH0575,LIN008,FAC003,CNC Milling,Makino,MAK-739,2020-06-15,6.0,Medium,395,72,85,1800,2400,2.8,0.0315,Active
MCH0576,LIN020,FAC007,Packaging Line,Krones,KRO-141,2023-02-21,3.4,Medium,91,40,65,700,1300,2.0,0.0243,Active
MCH0577,LIN009,FAC003,Grinding Machine,Bosch Rexroth,BOS-667,2017-04-24,9.2,High,493,65,82,1500,2300,3.4,0.0653,Under Maintenance
MCH0578,LIN030,FAC010,Industrial Furnace,Thermax,THE-789,2022-03-31,4.2,Medium,435,350,520,0,0,1.5,0.0266,Under Maintenance
MCH0579,LIN003,FAC001,Industrial Furnace,Thermax,THE-356,2021-03-18,5.3,Medium,347,350,520,0,0,1.5,0.0296,Active
MCH0580,LIN007,FAC003,Hydraulic Press,Schuler,SCH-434,2020-05-10,6.1,High,182,60,78,800,1400,3.2,0.0568,Standby
MCH0581,LIN004,FAC002,Hydraulic Press,Schuler,SCH-346,2023-10-12,2.7,Medium,218,60,78,800,1400,3.2,0.0224,Under Maintenance
MCH0582,LIN013,FAC005,Grinding Machine,Bosch Rexroth,BOS-835,2010-06-16,16.0,Medium,415,65,82,1500,2300,3.4,0.059,Active
MCH0583,LIN027,FAC009,Assembly Robot,ABB,ABB-187,2021-06-24,5.0,Medium,431,45,70,1400,2100,2.2,0.0287,Active
MCH0584,LIN009,FAC003,CNC Lathe,DMG Mori,DMG-576,2018-03-02,8.3,High,218,68,80,1600,2200,2.7,0.0628,Active
MCH0585,LIN026,FAC009,CNC Milling,Makino,MAK-998,2014-10-08,11.7,Medium,333,72,85,1800,2400,2.8,0.0472,Active
MCH0586,LIN014,FAC005,Injection Molding,Husky,HUS-731,2015-12-17,10.5,High,98,55,75,1200,1900,3.0,0.0689,Active
MCH0587,LIN024,FAC008,Hydraulic Press,Schuler,SCH-698,2021-03-11,5.3,Critical,154,60,78,800,1400,3.2,0.0546,Under Maintenance
MCH0588,LIN006,FAC002,Assembly Robot,ABB,ABB-274,2015-03-29,11.3,High,394,45,70,1400,2100,2.2,0.0711,Standby
MCH0589,LIN023,FAC008,Grinding Machine,Bosch Rexroth,BOS-529,2024-05-05,2.2,High,320,65,82,1500,2300,3.4,0.0461,Active
MCH0590,LIN008,FAC003,Grinding Machine,Bosch Rexroth,BOS-590,2015-12-07,10.6,Medium,98,65,82,1500,2300,3.4,0.0442,Active
MCH0591,LIN016,FAC006,Industrial Furnace,Thermax,THE-646,2017-04-10,9.2,Medium,124,350,520,0,0,1.5,0.0403,Standby
MCH0592,LIN023,FAC008,Industrial Furnace,Thermax,THE-734,2010-01-23,16.4,Medium,470,350,520,0,0,1.5,0.0601,Active
MCH0593,LIN019,FAC007,Hydraulic Press,Schuler,SCH-218,2015-03-05,11.3,High,184,60,78,800,1400,3.2,0.0711,Active
MCH0594,LIN016,FAC006,CNC Milling,Makino,MAK-839,2023-07-27,2.9,Low,262,72,85,1800,2400,2.8,0.023,Under Maintenance
MCH0595,LIN028,FAC010,Assembly Robot,ABB,ABB-206,2024-06-05,2.1,Medium,374,45,70,1400,2100,2.2,0.0208,Under Maintenance
MCH0596,LIN022,FAC008,Grinding Machine,Bosch Rexroth,BOS-373,2022-04-28,4.2,Medium,382,65,82,1500,2300,3.4,0.0266,Standby
MCH0597,LIN012,FAC004,CNC Milling,Makino,MAK-315,2023-09-13,2.8,Critical,210,72,85,1800,2400,2.8,0.0477,Active
MCH0598,LIN029,FAC010,Injection Molding,Husky,HUS-999,2010-07-29,15.9,Medium,245,55,75,1200,1900,3.0,0.0587,Active
MCH0599,LIN003,FAC001,Packaging Line,Krones,KRO-272,2015-01-29,11.4,Medium,355,40,65,700,1300,2.0,0.0464,Active
MCH0600,LIN014,FAC005,Injection Molding,Husky,HUS-912,2011-10-21,14.7,Medium,155,55,75,1200,1900,3.0,0.0554,Under Maintenance
